zipcode,city,female,male
58430 Kulennoinen   ,Savonlinna ,248,265
58450 Punkaharju   ,Savonlinna ,214,210
58500 Punkasalmi   ,Savonlinna ,841,771
58520 Hiukkajoki   ,Savonlinna ,137,169
58550 Putikko   ,Savonlinna ,196,231
58570 Ruhvana   ,Savonlinna ,31,41
58580 Vuoriniemi   ,Savonlinna ,41,53
58610 Telakanava   ,Sulkava ,72,75
58620 Lohilahti   ,Sulkava ,121,146
58650 Kiviapaja   ,Savonlinna ,44,59
58680 Piojärvi   ,Savonlinna ,16,23
58690 Ala-Särkilahti-Piojärvi   ,Savonlinna ,42,52
58700 Sulkava Keskus   ,Sulkava ,1105,1054
58720 Kaartilankoski   ,Sulkava ,139,162
58770 Pihlajalahti   ,Savonlinna ,104,126
58810 Kallislahti   ,Savonlinna ,163,164
58830 Parkumäki   ,Rantasalmi ,155,164
58850 Hiltula   ,Rantasalmi ,47,58
58900 Rantasalmi Keskus   ,Rantasalmi ,1258,1189
58910 Rantasalmi Asemanseutu   ,Rantasalmi ,88,100
58920 Kolkontaipale   ,Rantasalmi ,139,182
58940 Tuusmäki   ,Rantasalmi ,103,134
59100 Parikkala Keskus   ,Parikkala ,1147,1083
59130 Koitsanlahti   ,Parikkala ,90,92
59210 Melkoniemi   ,Parikkala ,66,77
59310 Särkisalmi   ,Parikkala ,457,462
59320 Haapaoja   ,Parikkala ,44,46
59410 Kirjavala   ,Parikkala ,196,226
59510 Maironiemi   ,Parikkala ,211,204
59520 Saari   ,Parikkala ,58,72
59530 Mikkolanniemi   ,Parikkala ,39,45
59610 Tarnala   ,Parikkala ,92,86
59710 Kummunkylä   ,Parikkala ,53,57
59720 Niukkala   ,Parikkala ,69,78
59730 Uukuniemi   ,Parikkala ,48,66
59800 Kesälahti Keskus   ,Kitee ,835,768
59810 Suurikylä   ,Kitee ,42,39
59820 Purujärvi-Rajavaara   ,Kitee ,72,80
60100 Seinäjoki Keskus   ,Sein?joki ,5528,4331
60120 Pohja   ,Sein?joki ,1367,1225
60150 Kasperi   ,Sein?joki ,2348,2255
60200 Törnävä   ,Sein?joki ,5586,5521
60220 Huhtala   ,Sein?joki ,1070,822
60280 Eskoon Keskuslaitosalue   ,Sein?joki ,0,0
60320 Alakylä-Jouppi   ,Sein?joki ,3539,3405
60420 Impivaara   ,Sein?joki ,604,628
60450 Munakka   ,Ilmajoki ,215,226
60510 Hyllykallio   ,Sein?joki ,4194,4083
60550 Nurmo Keskus   ,Sein?joki ,2267,2292
60560 Halkosaari   ,Sein?joki ,347,363
60640 Kurjenneva   ,Sein?joki ,321,362
60720 Tuomikylä   ,Ilmajoki ,1016,1044
60760 Pohjanluoma   ,Ilmajoki ,499,526
60800 Ilmajoki Keskus   ,Ilmajoki ,2940,2885
61100 Peräseinäjoki Keskus   ,Sein?joki ,1015,985
61110 Vuolle   ,Sein?joki ,96,96
61120 Louko   ,Sein?joki ,336,366
61140 Pasto   ,Sein?joki ,65,69
61150 Sydänmaa   ,Alavus ,39,39
61160 Koura   ,Sein?joki ,283,305
61170 Sääskiniemi   ,Alavus ,136,154
61180 Haapaluoma   ,Sein?joki ,107,117
61220 Myllysalo   ,Kurikka ,111,131
61230 Luopa   ,Kurikka ,360,369
61250 Jalasto   ,Kurikka ,130,154
61270 Luopajärvi   ,Kurikka ,300,332
61280 Jokipii   ,Kurikka ,268,284
61290 Taivalmaa   ,Kurikka ,49,58
61300 Kurikka Keskus   ,Kurikka ,3466,3240
61310 Panttila   ,Kurikka ,352,399
61330 Koskenkorva   ,Ilmajoki ,1007,1079
61340 Nopankylä   ,Ilmajoki ,132,151
61350 Huissi   ,Ilmajoki ,171,205
61360 Mieto   ,Kurikka ,517,553
61370 Lohiluoma   ,Kurikka ,160,185
61380 Polvenkylä   ,Kurikka ,76,103
61400 Ylistaro Keskus   ,Sein?joki ,1074,1005
61410 Ylistaro Asemanseutu   ,Sein?joki ,377,440
61430 Isorehto   ,Sein?joki ,177,219
61440 Untamala   ,Sein?joki ,81,105
61450 Kylänpää   ,Sein?joki ,293,305
61460 Hanhikoski   ,Sein?joki ,113,121
61470 Kitinoja   ,Sein?joki ,219,209
61500 Isokyrö Keskus   ,Isokyr? ,1408,1333
61520 Lehmäjoki   ,Isokyr? ,105,133
61550 Orismala   ,Isokyr? ,314,351
61560 Orisberg   ,Isokyr? ,28,34
61600 Jalasjärvi Keskus   ,Kurikka ,2091,1912
61630 Hirvijärvi   ,Kurikka ,138,155
61640 Ala-Valli   ,Kurikka ,85,108
61650 Kalakoski   ,Sein?joki ,171,198
61680 Mantila   ,Kurikka ,125,123
61710 Pentinmäki   ,Kurikka ,135,146
61720 Koskue   ,Kurikka ,263,304
61730 Yli-Valli   ,Kurikka ,108,134
61760 Ilvesjoki   ,Kurikka ,168,180
61800 Kauhajoki Keskus   ,Kauhajoki ,4310,4006
61810 Luomankylä   ,Kauhajoki ,131,168
61820 Kainasto   ,Kauhajoki ,292,314
61840 Norinkylä   ,Teuva ,146,155
61850 Kauhajoki Asemanseutu   ,Kauhajoki ,1111,1140
61860 Harja   ,Kauhajoki ,111,110
61880 Ikkeläjärvi   ,Kauhajoki ,81,110
61910 Nummijärvi   ,Kauhajoki ,125,162
61920 Nummikoski   ,Kauhajoki ,35,37
61940 Hyyppä   ,Kauhajoki ,143,162
61950 Juonikylä   ,Kauhajoki ,73,87
61960 Kyrönlatva   ,Kauhajoki ,68,74
61980 Päntäne   ,Kauhajoki ,414,520
62100 Lapua Keskus   ,Lapua ,5589,5288
62130 Hellanmaa   ,Lapua ,277,299
62150 Rintakangas   ,Kauhava ,66,80
62160 Karhunkylä   ,Lapua ,297,322
62165 Tiisteenjoki   ,Lapua ,167,187
62170 Lakaluoma   ,Lapua ,129,150
62175 Ylikylä-Mäenpää   ,Lapua ,64,75
62185 Mäki-Paavola   ,Lapua ,69,80
62190 Ruha   ,Lapua ,303,313
62200 Kauhava Keskus   ,Kauhava ,2959,2839
62220 Pernaa   ,Kauhava ,223,258
62230 Jylhä   ,Kauhava ,187,208
62240 Huhmarkoski   ,Kauhava ,268,294
62260 Hirvijoki   ,Kauhava ,94,94
62280 Mustamaa   ,Lapua ,60,68
62290 Hirvikylä   ,Lapua ,143,136
62295 Kauhajärvi   ,Lapua ,204,223
62300 Härmä   ,Kauhava ,1242,1221
62310 Voltti   ,Kauhava ,564,598
62340 Kuoppa-Vakkuri   ,Kauhava ,53,50
62350 Ekola   ,Kauhava ,55,61
62370 Kangasto   ,Kauhava ,111,106
62375 Ylihärmä Keskus-Vesiluoma   ,Kauhava ,1337,1316
62380 Kosolankylä   ,Kauhava ,109,112
62395 Petterinmäki   ,V?yri ,56,72
62410 Rintala   ,Kauhava ,165,173
62420 Kortesjärvi Keskus   ,Kauhava ,523,514
62430 Peltotupa   ,Kauhava ,69,75
62435 Pirttinen   ,Kauhava ,57,65
62440 Perkiömäki   ,Kauhava ,45,64
62470 Purmojärvi   ,Kauhava ,201,233
62500 Evijärvi Keskus   ,Evij?rvi ,750,783
62510 Kuoppa-aho   ,Evij?rvi ,167,173
62520 Kautiainen   ,Evij?rvi ,68,84
62540 Vasikka-aho   ,Evij?rvi ,140,155
62570 Särkilä   ,Evij?rvi ,103,121
62600 Lappajärvi Keskus   ,Lappaj?rvi ,947,904
62610 Tarvola   ,Lappaj?rvi ,68,60
62620 Ala-Seppä   ,Lappaj?rvi ,101,89
62630 Karvala   ,Lappaj?rvi ,158,167
62640 Savonkylä   ,Lappaj?rvi ,64,70
62660 Itäkylä   ,Lappaj?rvi ,296,300
62710 Kurejoki   ,Alaj?rvi ,355,431
62720 Sissala   ,Alaj?rvi ,169,161
62730 Haukkala   ,Alaj?rvi ,123,114
62740 Koskenvarsi   ,Alaj?rvi ,100,118
62750 Saukonkylä   ,Alaj?rvi ,92,106
62760 Menkijärvi   ,Alaj?rvi ,115,128
62800 Vimpeli Keskus   ,Vimpeli ,1200,1191
62810 Savonjoki   ,Vimpeli ,52,66
62830 Luoma-Aho   ,Alaj?rvi ,152,163
62840 Lakaniemi-Pokela   ,Vimpeli ,25,27
62860 Sahi   ,Vimpeli ,94,104
62870 Vinni   ,Vimpeli ,26,31
62880 Sääksvesi-Vinni   ,Vimpeli ,126,158
62900 Alajärvi Keskus   ,Alaj?rvi ,2447,2277
62920 Levijoki   ,Alaj?rvi ,39,39
62940 Hoisko   ,Alaj?rvi ,275,304
62950 Paalijärvi   ,Alaj?rvi ,207,240
62990 Möksy   ,Alaj?rvi ,66,83
63100 Kuortane Keskus   ,Kuortane ,796,736
63120 Leppälänkylä   ,Kuortane ,161,194
63130 Mäyry   ,Kuortane ,332,374
63150 Ruona   ,Kuortane ,199,219
63160 Salmi   ,Kuortane ,62,82
63210 Niinimaa   ,Alavus ,53,55
63230 Lentilä   ,Kuortane ,146,174
63250 Rantala   ,Kuortane ,48,51
63300 Alavus Keskus   ,Alavus ,2525,2330
63320 Kattelus   ,Alavus ,36,44
63330 Pahajoki   ,Alavus ,77,82
63340 Sapsalampi   ,Alavus ,95,108
63350 Sulkavankylä   ,Alavus ,115,116
63355 Seinäjärvi   ,Alavus ,58,69
63360 Kuivaskylä   ,Alavus ,122,156
63370 Taipalus   ,Alavus ,247,294
63400 Alavus Asemanseutu   ,Alavus ,617,684
63410 Rantatöysä   ,Alavus ,215,247
63430 Kätkänjoki   ,Alavus ,71,88
63450 Löyä   ,Kuortane ,30,38
63500 Lehtimäki Keskus   ,Alaj?rvi ,478,465
63510 Lehtimäki Kirkonkylä   ,Alaj?rvi ,138,144
63530 Länsikylä   ,Alaj?rvi ,84,91
63540 Hernesmaa   ,Alaj?rvi ,103,108
63600 Töysä Keskus   ,Alavus ,692,637
63610 Tuuri   ,Alavus ,553,567
63640 Ritola   ,Alavus ,143,196
63660 Ähtärinranta   ,?ht?ri ,87,98
63680 Hakojärvi   ,Alavus ,169,173
63700 Ähtäri Keskus   ,?ht?ri ,2233,2177
63770 Peränne   ,?ht?ri ,107,100
63780 Alastaipale   ,?ht?ri ,75,84
63800 Soini Keskus   ,Soini ,878,897
63830 Keisala   ,Soini ,42,36
63880 Kukonkylä   ,Soini ,88,85
63890 Hautakylä   ,Soini ,60,68
63900 Myllymäki-Vehunkylä   ,?ht?ri ,235,307
63910 Inhan Tehtaat   ,?ht?ri ,89,117
63920 Inha   ,?ht?ri ,182,169
63950 Vehunkylä   ,?ht?ri ,22,34
64100 Kristiinankaupunki Keskus   ,Kristiinankaupunki,1545,1445
64140 Tiukka   ,Kristiinankaupunki ,249,281
64200 Närpiö Keskus   ,N?rpi? ,1467,1367
64210 Kalax   ,N?rpi? ,222,207
64220 Yttermark   ,N?rpi? ,429,516
64230 Närpiön Asemanseutu   ,N?rpi? ,483,494
64240 Böle   ,N?rpi? ,118,128
64250 Pjelax   ,N?rpi? ,160,199
64260 Kaskinen   ,N?rpi? ,674,672
64300 Lapväärtti   ,Kristiinankaupunki ,862,872
64320 Dagsmark   ,Kristiinankaupunki ,238,234
64350 Karijoki Keskus   ,Karijoki ,540,581
64370 Myrkky   ,Karijoki ,136,145
64440 Metsälä-Kallträsk   ,Kristiinankaupunki ,99,114
64450 Kallträsk   ,Kristiinankaupunki ,29,28
64460 Härkmeri   ,Kristiinankaupunki ,162,184
64480 Skaftung   ,Kristiinankaupunki ,118,134
64490 Siipyy   ,Kristiinankaupunki ,88,88
64510 Nämpnäs   ,N?rpi? ,185,224
64530 Norrnäs   ,N?rpi? ,132,146
64550 Rangsby   ,N?rpi? ,134,135
64610 Övermark   ,N?rpi? ,576,584
64700 Teuva Keskus   ,Teuva ,1753,1664
64720 Perälä   ,Teuva ,291,343
64740 Horo   ,Teuva ,129,140
64760 Peltola   ,Teuva ,154,190
64770 Äystö   ,Teuva ,245,280
64810 Vanhakylä   ,Isojoki ,111,126
64820 Kärjenkoski   ,Isojoki ,80,111
64830 Villamo   ,Isojoki ,79,103
64840 Heikkilänjoki   ,Isojoki ,22,27
64850 Möykky   ,Isojoki ,56,72
64900 Isojoki Keskus   ,Isojoki ,570,571
64930 Kodesjärvi   ,Isojoki ,89,110
65100 Vaasa Keskus   ,Vaasa ,9548,8266
65130 Hietalahti   ,Vaasa ,0,0
65170 Vaskiluoto   ,Vaasa ,168,190
65200 Palosaari   ,Vaasa ,2774,3087
65230 Vetokannas   ,Vaasa ,2876,2926
65280 Gerby   ,Vaasa ,3454,3652
65300 Asevelikylä   ,Vaasa ,2488,2528
65320 Huutoniemi   ,Vaasa ,3182,3320
65350 Suvilahti   ,Vaasa ,1957,1922
65370 Ristinummi   ,Vaasa ,2151,2365
65380 Vanha Vaasa   ,Vaasa ,1676,1683
65410 Sundom   ,Vaasa ,1215,1251
65450 Sulva   ,Mustasaari ,999,971
65460 Tölby-Rimal   ,Mustasaari ,157,175
65470 Rimal   ,Mustasaari ,23,29
65480 Vikby   ,Mustasaari ,140,133
65520 Helsingby   ,Mustasaari ,709,771
65610 Mustasaari Keskus   ,Mustasaari ,2988,2887
65630 Karperö   ,Mustasaari ,666,660
65650 Koskö   ,Mustasaari ,133,146
65710 Singsby   ,Mustasaari ,295,322
65730 Jungsund   ,Mustasaari ,217,218
65760 Iskmo   ,Mustasaari ,146,151
65800 Raippaluoto   ,Mustasaari ,427,429
65870 Björköby   ,Mustasaari ,173,181
65920 Norra Vallgrund-Söderudden   ,Mustasaari ,154,181
65930 Södra Vallgrund   ,Mustasaari ,183,181
65970 Söderudden   ,Mustasaari ,100,106
66100 Maalahti   ,Maalahti ,1007,990
66140 Övermalax   ,Maalahti ,751,815
66160 Långåminne   ,Maalahti ,146,171
66200 Korsnäs Keskus   ,Korsn?s ,432,424
66210 Moikipää   ,Korsn?s ,271,294
66220 Bergö   ,Maalahti ,204,263
66230 Korsbäck   ,Korsn?s ,43,43
66240 Petolahti   ,Maalahti ,538,518
66260 Svarvar   ,Maalahti ,45,64
66270 Pirttikylä-Sorvari   ,N?rpi? ,436,464
66280 Taklax   ,Korsn?s ,181,191
66290 Harrström   ,Korsn?s ,151,187
66295 Töjby   ,N?rpi? ,188,184
66300 Jurva Keskus   ,Kurikka ,1100,1077
66320 Niemenkylä   ,Kurikka ,164,167
66330 Hakko   ,Kurikka ,126,155
66340 Sarvijoki   ,Kurikka ,176,170
66350 Tainus   ,Kurikka ,64,77
66360 Kesti   ,Kurikka ,187,209
66370 Närvijoki   ,Kurikka ,136,150
66400 Laihia Keskus   ,Laihia ,3054,3016
66420 Ruto   ,Laihia ,180,179
66430 Vedenoja   ,Vaasa ,83,88
66440 Tervajoki   ,Isokyr? ,962,1041
66450 Jakkula   ,Laihia ,413,472
66460 Haapala   ,Laihia ,171,182
66470 Jukaja-Jokisalo   ,Laihia ,164,171
66500 Vähäkyrö Keskus   ,Vaasa ,1131,1196
66510 Merikaarto   ,Vaasa ,607,672
66520 Veikkaala   ,Mustasaari ,280,285
66530 Koivulahti   ,Mustasaari ,895,927
66540 Petsmo   ,Mustasaari ,273,309
66550 Västerhankmo   ,Mustasaari ,155,167
66560 Österhankmo   ,Mustasaari ,113,122
66580 Kuni   ,Mustasaari ,194,198
66590 Vassor   ,Mustasaari ,79,85
66600 Vöyri Keskus   ,V?yri ,1401,1398
66640 Maksamaa   ,V?yri ,518,558
66660 Bertby   ,V?yri ,77,70
66680 Kaurajärvi   ,V?yri ,43,49
66710 Kaitsor   ,V?yri ,127,136
66730 Oxkangar   ,V?yri ,29,34
66800 Oravainen Keskus   ,V?yri ,506,509
66810 Kimo   ,V?yri ,150,178
66820 Komossa   ,V?yri ,96,129
66830 Oravaisten Tehdas   ,V?yri ,224,251
66840 Pensala   ,Uusikaarlepyy ,167,189
66850 Jepua   ,Uusikaarlepyy ,444,515
66900 Uusikaarlepyy Keskus   ,Uusikaarlepyy ,1994,2045
66910 Soklot   ,Uusikaarlepyy ,217,246
66930 Kovjoki   ,Uusikaarlepyy ,118,129
66950 Munsala   ,Uusikaarlepyy ,446,489
66970 Hirvlax   ,Uusikaarlepyy ,233,246
66980 Monå   ,Uusikaarlepyy ,71,63
66999 Kaukaluoto   ,Mustasaari ,27,35
67100 Kokkola Keskus   ,Kokkola ,5417,4746
67200 Kiviniitty-Tullimäki   ,Kokkola ,2371,2056
67300 Halkokari   ,Kokkola ,1990,1905
67400 Rytimäki   ,Kokkola ,2332,2355
67410 Vitsari   ,Kokkola ,384,426
67500 Sokoja   ,Kokkola ,556,584
67600 Linnusperä-Kaustari   ,Kokkola ,1509,1489
67700 Kirkonmäki-Isokylä   ,Kokkola ,2537,2493
67800 Koivuhaka   ,Kokkola ,1857,1905
67900 Ykspihjala   ,Kokkola ,672,729
68100 Himanka Keskus   ,Kalajoki ,1259,1268
68150 Hillilä   ,Kalajoki ,149,158
68210 Marinkainen   ,Kokkola ,463,459
68220 Karhi   ,Kokkola ,60,69
68230 Lohtaja Keskus   ,Kokkola ,567,597
68240 Ala-Viirre   ,Kokkola ,176,185
68300 Kälviä Keskus   ,Kokkola ,1927,1959
68320 Ruotsalo   ,Kokkola ,367,422
68370 Ullava Keskus   ,Kokkola ,196,200
68380 Yli-Ullava   ,Kokkola ,166,171
68390 Rahkonen   ,Kokkola ,71,78
68410 Alaveteli   ,Kruunupyy ,787,841
68500 Kruunupyy Keskus   ,Kruunupyy ,1471,1446
68530 Lepplax   ,Peders?ren kunta ,300,324
68550 Öja   ,Kokkola ,351,382
68555 Bosund   ,Luoto ,497,558
68560 Eugmo   ,Luoto ,459,507
68570 Luoto   ,Luoto ,1106,1134
68580 Furuholmen   ,Luoto ,419,434
68600 Pietarsaari Keskus   ,Pietarsaari ,5947,5754
68620 Skutnäs-Västermalm   ,Pietarsaari ,2423,2425
68630 Kyrkostrand   ,Pietarsaari ,1246,1305
68660 Östermalm-Björnholmen   ,Pietarsaari ,1087,1119
68690 Sundby   ,Peders?ren kunta ,183,188
68700 Teerijärvi   ,Kruunupyy ,913,917
68750 Småbönders   ,Kruunupyy ,133,139
68800 Kolppi   ,Peders?ren kunta ,590,637
68810 Ytteresse   ,Peders?ren kunta ,756,838
68820 Ähtävä   ,Peders?ren kunta ,545,572
68830 Bäckby   ,Peders?ren kunta ,70,83
68840 Nederlappfors   ,Peders?ren kunta ,166,163
68870 Edsevö   ,Peders?ren kunta ,256,263
68910 Pännäinen   ,Peders?ren kunta ,629,663
68920 Forsby   ,Peders?ren kunta ,224,239
68930 Purmo   ,Peders?ren kunta ,335,350
68940 Lillby   ,Peders?ren kunta ,238,259
68970 Överpurmo   ,Peders?ren kunta ,106,120
68999 Rita   ,Kokkola ,38,36
69100 Kannus Keskus   ,Kannus ,2557,2500
69150 Eskola   ,Kannus ,201,241
69170 Yli-Kannus   ,Kannus ,151,131
69300 Toholampi Keskus   ,Toholampi ,1093,1099
69310 Laitala   ,Toholampi ,167,196
69330 Määttälä   ,Toholampi ,69,70
69340 Purontaka   ,Toholampi ,81,81
69410 Sykäräinen   ,Toholampi ,228,234
69420 Syri   ,Lestij?rvi ,32,28
69440 Lestijärvi Keskus   ,Lestij?rvi ,238,241
69450 Yli-Lesti   ,Lestij?rvi ,106,113
69510 Halsua Keskus-Marjusaari   ,Halsua ,410,425
69550 Kanala   ,Halsua ,40,54
69570 Karvonen   ,Halsua ,143,150
69600 Kaustinen Keskus   ,Kaustinen ,1989,2029
69660 Köyhäjoki   ,Kaustinen ,129,136
69700 Veteli Keskus   ,Veteli ,685,693
69730 Tunkkari   ,Veteli ,257,270
69750 Sillanpää   ,Veteli ,87,96
69820 Räyrinki   ,Veteli ,327,343
69830 Pulkkinen   ,Veteli ,124,149
69850 Patana   ,Veteli ,104,119
69910 Kivikangas   ,Perho ,25,27
69920 Oksakoski-Kivikangas   ,Perho ,265,276
69950 Perho Keskus-Salamajärvi   ,Perho ,670,626
69970 Salamajärvi   ,Perho ,13,22
69980 Möttönen   ,Perho ,484,524
70100 Kuopio Keskus   ,Kuopio ,6728,5199
70110 Etu-Niirala   ,Kuopio ,2098,1596
70150 Neulamäki   ,Kuopio ,2568,2669
70200 Puijonlaakso   ,Kuopio ,3658,2954
70210 Kuopion Keskussairaala-alue   ,Kuopio ,51,20
70240 Niuvaniemen Sairaala-alue   ,Kuopio ,41,76
70260 Julkula   ,Kuopio ,1277,1222
70280 Länsi-Puijo   ,Kuopio ,1109,1053
70300 Linnanpelto   ,Kuopio ,585,505
70340 Inkilänmäki   ,Kuopio ,1779,1754
70400 Kettulanlahti   ,Kuopio ,460,449
70420 Päiväranta   ,Kuopio ,1266,1216
70460 Saarijärvi   ,Kuopio ,2041,1929
70500 Männistö   ,Kuopio ,3610,3182
70600 Niirala-Huuhanmäki   ,Kuopio ,1743,1546
70620 Haapaniemi   ,Kuopio ,1164,1135
70700 Särkiniemi   ,Kuopio ,2070,2017
70780 Jynkkä   ,Kuopio ,2508,2433
70800 Pitkälahti   ,Kuopio ,1652,1714
70820 Litmanen   ,Kuopio ,6618,6462
70840 Jynkänmäki   ,Kuopio ,3117,3053
70870 Hiltulanlahti   ,Kuopio ,1262,1276
70900 Toivala   ,Siilinj?rvi ,1456,1514
70910 Vuorela   ,Siilinj?rvi ,1561,1460
70940 Jännevirta   ,Kuopio ,272,300
71130 Kortejoki   ,Kuopio ,299,306
71150 Vartiala   ,Kuopio ,294,344
71160 Riistavesi   ,Kuopio ,751,777
71170 Laukka-aho   ,Tuusniemi ,55,55
71200 Tuusniemi Keskus   ,Tuusniemi ,813,796
71210 Tuusjärvi   ,Tuusniemi ,105,128
71240 Paakkila   ,Tuusniemi ,112,115
71260 Juurikkamäki   ,Tuusniemi ,62,87
71280 Kosula   ,Tuusniemi ,104,129
71310 Vehmersalmi Keskus   ,Kuopio ,610,623
71330 Räsälä   ,Kuopio ,167,186
71360 Litmaniemi   ,Kuopio ,86,99
71380 Mustinlahti   ,Kuopio ,70,82
71460 Paukarlahti   ,Lepp?virta ,235,244
71470 Oravikoski   ,Lepp?virta ,208,228
71480 Kurkimäki   ,Kuopio ,539,581
71490 Airaksela   ,Kuopio ,128,143
71520 Kaislastenlahti   ,Kuopio ,161,173
71570 Syvänniemi   ,Kuopio ,631,693
71610 Salonkulma   ,Kuopio ,0,0
71640 Talluskylä   ,Tervo ,87,124
71650 Hirvilahti-Salonkulma   ,Kuopio ,201,254
71660 Leinolanlahti   ,Kuopio ,44,61
71670 Kurolanlahti   ,Kuopio ,39,52
71680 Pulkonkoski-Saarinen   ,Kuopio ,104,113
71690 Varpasmaa   ,Kuopio ,0,0
71720 Käärmelahti   ,Kuopio ,311,332
71730 Kinnulanlahti   ,Kuopio ,300,309
71740 Tavinsalmi   ,Kuopio ,42,47
71745 Haatala   ,Kuopio ,16,25
71750 Maaninka Keskus   ,Kuopio ,583,529
71760 Ahkionlahti-Vianta   ,Kuopio ,140,142
71775 Tuovilanlahti-Haatala   ,Kuopio ,191,236
71800 Siilinjärvi Keskus   ,Siilinj?rvi ,5411,5235
71820 Pöljä   ,Siilinj?rvi ,402,443
71840 Kuuslahti   ,Siilinj?rvi ,253,297
71850 Leppäkaarre   ,Siilinj?rvi ,1063,1034
71870 Harjamäki   ,Siilinj?rvi ,216,236
71890 Hamula   ,Siilinj?rvi ,451,504
71910 Alapitkä   ,Lapinlahti ,396,430
71920 Pajujärvi   ,Lapinlahti ,196,212
71950 Lammasaho   ,Kuopio ,56,60
71960 Lukkarila   ,Lapinlahti ,103,126
72100 Karttula Keskus   ,Kuopio ,812,877
72140 Itä-Karttula-Riuttasenpää   ,Kuopio ,16,27
72210 Tervo Keskus-Eliaksela   ,Tervo ,589,575
72220 Eliaksela   ,Tervo ,25,41
72300 Vesanto Keskus   ,Vesanto ,653,648
72310 Niinivesi   ,Vesanto ,118,129
72330 Tiitilänkylä   ,Vesanto ,51,67
72350 Pienola   ,Vesanto ,158,137
72360 Närhilä   ,Vesanto ,47,52
72380 Horontaipale   ,Vesanto ,54,64
72400 Pielavesi Keskus-Jylänki   ,Pielavesi ,1414,1378
72430 Kumpula   ,Pielavesi ,113,145
72490 Saarinen   ,Kuopio ,0,0
72510 Jokijärvi   ,Pielavesi ,40,58
72530 Säviäntaipale   ,Pielavesi ,100,116
72550 Säviä   ,Pielavesi ,136,167
72570 Vuorikylä   ,Pielavesi ,53,61
72600 Keitele Keskus   ,Keitele ,1005,1012
72630 Kuusela-Rajala   ,Keitele ,44,52
72710 Vaaraslahti   ,Pielavesi ,214,235
72740 Laukkala   ,Pielavesi ,64,73
72810 Jylhänkylä   ,Pielavesi ,63,90
72840 Saarela   ,Pielavesi ,44,57
72930 Tossavanlahti   ,Keitele ,48,62
72950 Porttila   ,Keitele ,40,42
72980 Petäjäkylä   ,Keitele ,29,44
73100 Lapinlahti Keskus   ,Lapinlahti ,2593,2407
73110 Mäntylahti-Karvasalmi   ,Lapinlahti ,121,159
73120 Nerkoo-Horsmanmäki   ,Lapinlahti ,262,294
73200 Varpaisjärvi Keskus   ,Lapinlahti ,883,918
73230 Syvärinpää   ,Lapinlahti ,155,189
73250 Korpijärvi   ,Lapinlahti ,94,111
73300 Nilsiä Keskus   ,Kuopio ,1648,1459
73310 Tahkovuori   ,Kuopio ,53,61
73320 Reittiö   ,Kuopio ,578,685
73350 Haluna   ,Kuopio ,203,239
73360 Pajulahti   ,Kuopio ,313,324
73410 Pieksänkoski   ,Kuopio ,109,134
73460 Muuruvesi   ,Kuopio ,341,373
73470 Västinniemi   ,Kuopio ,138,167
73500 Juankoski Keskus   ,Kuopio ,1436,1404
73600 Kaavi Keskus   ,Kaavi ,1109,1078
73620 Kortteinen-Rasilampi   ,Kaavi ,112,137
73640 Sivakkavaara   ,Kaavi ,49,60
73645 Niinivaara-Onnivaara   ,Kaavi ,46,48
73670 Luikonlahti   ,Kaavi ,241,252
73710 Viitaniemi   ,Kuopio ,77,86
73730 Losomäki   ,Kuopio ,32,39
73770 Säyneinen-Ala-Siikajärvi   ,Kuopio ,245,286
73810 Palonurmi-Aholansaari   ,Kuopio ,145,166
73830 Keski-Siikajärvi   ,Kuopio ,115,131
73850 Ala-Luosta-Riitasalo   ,Rautavaara ,40,59
73860 Pykälikkö   ,Rautavaara ,0,0
73900 Rautavaara Keskus   ,Rautavaara ,619,731
73970 Riitasalo   ,Rautavaara ,0,0
73990 Kangaslahti   ,Rautavaara ,70,80
"74100 Iisalmi Keskus, Eteläinen   ",Iisalmi ,2201,1666
74120 Iisalmi Keskus Pohjoinen   ,Iisalmi ,3371,3126
74130 Kihmula   ,Iisalmi ,2451,2414
74140 Ritoniemi   ,Iisalmi ,552,631
74150 Laidunmäki   ,Iisalmi ,479,563
74160 Koljonvirta   ,Iisalmi ,505,575
74170 Soinlahti   ,Iisalmi ,454,472
74200 Vieremä Keskus   ,Vierem? ,1153,1182
74230 Salahmi   ,Vierem? ,199,223
74240 Marttisenjärvi   ,Vierem? ,72,92
74250 Nissilä   ,Vierem? ,46,60
74270 Kauppilanmäki   ,Vierem? ,231,244
74300 Sonkajärvi Keskus   ,Sonkaj?rvi ,1367,1434
74340 Sukeva-Kainuunmäki   ,Sonkaj?rvi ,348,390
74345 Kalliosuo   ,Sonkaj?rvi ,31,43
74360 Sonkakoski   ,Sonkaj?rvi ,73,99
74380 Jyrkkä   ,Sonkaj?rvi ,35,49
74390 Laakajärvi   ,Sotkamo ,27,40
74420 Hernejärvi   ,Sonkaj?rvi ,143,175
74470 Paloinen   ,Lapinlahti ,69,89
74490 Koirakoski   ,Sonkaj?rvi ,60,73
74510 Peltosalmi-Sourunsalo   ,Iisalmi ,382,410
74520 Kirmanranta   ,Iisalmi ,259,287
74540 Kotikylä   ,Iisalmi ,74,84
74550 Pörsänmäki   ,Iisalmi ,102,133
74590 Kurenpolvi   ,Vierem? ,142,173
74595 Runni   ,Iisalmi ,310,340
